Nome;Sobrenome;Data de Nascimento;Idade
Aguinaldo;Villena;07/08/1982
Aguinaldo;Vázquez;17/04/1999
Aida;Camacho;18/04/1994
Aida;Diegues;25/05/1989
Aida;Faria;21/08/1994
Aida;Franco;08/04/1970
Aida;Furtado;23/03/1986
Aida;Guimaraens;25/05/2000
Aida;Mendonça;15/11/1993
Aida;Vasconcelos;14/08/2000
Aida;Velasques;09/11/1982
Aires;Anjos;23/12/1963
Aires;Carromeu;19/06/1960
Aires;Coelho;13/09/1973
Aires;Coitinho;08/02/1998
Aires;Figueira;18/11/1980
Aires;Herrera;19/04/1975
Aires;Lacerda;10/12/1997
Aires;Passos;23/09/1987
Aires;Siebra;21/08/1991
Aires;Vilaça;12/04/1994
Ajuricaba;Açores;25/01/1995
Ajuricaba;Caneira;21/08/1977
Ajuricaba;Novaes;10/02/1982
Ajuricaba;Peixoto;09/03/1969
Ajuricaba;Rijo;13/06/1962
Ajuricaba;Sarabia;16/03/1982
Alarico;Branco;09/06/1972
Alarico;Noronha;02/10/1976
Alberta;Aragón;05/05/1992
Alberta;Esteves;25/05/1968
Alberta;Maranhão;05/05/1960
Alberta;Nogueira;05/05/1970
Alberta;Veiga;02/02/1989
Alberto;Barboza;25/03/1972
Alberto;Barrocas;24/02/1977
Alberto;Cambezes;16/05/1977
Alberto;Carqueijeiro;20/02/1990
Alberto;Cayubi;06/07/1999
Alberto;Correa;03/01/1974
Alberto;Fragoso;24/03/1978
Alberto;Macieira;22/03/1979
Alberto;Patrício;08/01/1973
Alberto;Quirós;17/05/1960
Alberto;Sacramento;08/01/1960
Alberto;Valiente;02/09/1971
Albino;Amaral;10/07/1980
Albino;Canejo;24/09/1993
Albino;Morais;07/04/1982
Alceste;Alencastre;14/12/1999
Alceste;Bivar;15/04/1978
Alceste;Salomón;23/06/1974
Alceste;Telles;16/12/1994
Alcides;Beserra;23/09/1991
Alcides;Bulhões;14/05/1983
Alcides;Lucas;23/02/1992
Alcides;Rego;17/01/1967
Alcides;Sant'Anna;06/04/1964
Alda;Godói;20/08/1970
Alda;Lozada;08/04/1960
Alda;Morales;04/08/1972
Alda;Pessanha;24/12/1978
Aldo;Benavides;14/03/1977
Aldo;Corvelo;06/03/1972
Aldo;Poças;22/05/1971
Aldo;Reis;09/07/1971
Aldonça;Casquero;15/11/1962
Aldonça;Coito;04/04/1999
Aldonça;Maia;02/05/1978
Aleixo;Aldeia;05/06/1962
Aleixo;Cerqueira;23/08/1963
Aleixo;Jesús;11/03/1994
Aleixo;Lage;09/09/1982
Aleixo;Sardina;25/10/1966
Alexandra;Bastos;18/10/1979
Alexandra;Domínguez;18/03/1980
Alexandra;Galván;07/09/1994
Alexandra;Godói;17/06/1983
Alexandra;Menezes;12/02/1994
Alexandra;Regueira;05/11/1978
Alexandre;Casado;13/02/1969
Alexandre;Cavadas;08/01/1975
Alexandre;Godoy;08/07/1997
Alexandre;Vides;18/01/1990
Alexandre;Águeda;17/08/1994
Alfredo;Godói;20/03/1998
Alfredo;Varanda;21/01/1995
Alice;Alancastro;12/05/1976
Alice;Beiriz;05/10/1988
Alice;Coito;10/04/1994
Alice;Fernández;19/07/1962
Alice;Fróis;06/11/1972
Alice;Lemos;05/12/1964
Alice;Parracho;03/06/2000
Alice;Silveira;25/07/1989
Alicia;Galante;15/02/1961
Alicia;Ilha;24/11/1965
Alicia;Marmou;21/01/1967
Alicia;Paião;08/12/1993
Alicia;Quinterno;15/01/1963
Alicia;Quirino;09/10/1986
Alicia;Salgueiro;22/04/1996
Alicia;Saraíba;21/12/1977
Alicia;Saraíba;21/04/1990
Alicia;Veríssimo;10/05/1977
Aline;Barboza;20/02/1990
Aline;Chamusca;05/06/1968
Aline;Dutra;09/01/1972
Aline;Estrela;25/12/1976
Aline;Peixoto;16/12/1988
Aline;Pereira;09/06/1986
Aline;Salvado;07/03/1990
Aline;Thomé;17/12/1995
Almeno;Alencastre;12/01/1990
Almeno;Arouca;14/06/1980
Almeno;Cortés;10/09/1985
Almeno;Meireles;07/08/1964
Almeno;Pozas;11/03/1974
Almeno;Ramallo;08/05/1981
Almerinda;Carijó;19/11/1969
Almerinda;Casqueira;06/02/1961
Almerinda;Márquez;02/02/1996
Almerinda;Passos;10/04/1997
Almerinda;Taperebá;19/07/1984
Almor;Abrantes;02/06/1969
Almor;Cortesão;13/05/1970
Almor;Grangeia;24/04/1973
Almor;Macena;18/02/1969
Almor;Pedrozo;07/03/1971
Almor;Silveira;17/12/1997
Aluísio;Anlicoara;11/06/1961
Aluísio;Brás;12/04/1972
Aluísio;Durão;11/08/1962
Aluísio;Pastana;21/01/1980
Aluísio;Toscano;21/11/1975
Alvito;Botelho;23/06/1989
Alvito;Fernandes;01/10/1991
Alvito;Lousã;12/04/1965
Alvito;Malheiros;15/02/1973
Alvito;Paranhos;02/11/1984
Alvito;Seabra;10/11/1960
Alvito;Telles;20/01/1964
Alvito;Tibiriçá;15/10/1998
Alzira;Amorín;24/06/1991
Alzira;Bento;10/08/2000
Alzira;Enríquez;10/05/1990
Alzira;Gonçalves;05/11/1979
Alzira;Hipólito;24/11/2000
Alzira;Lousado;09/09/2000
Alzira;Santarém;10/09/1994
Alípio;Cairu;23/04/1996
Alípio;Nazário;17/01/1997
Alípio;Olivares;21/10/1985
Alípio;Simão;18/09/1997
Alípio;Tigre;16/05/1982
Alípio;Vieira;05/09/1971
Amadeu;Barrios;22/11/1963
Amadeu;Brión;22/12/1969
Amadeu;Cordeiro;19/09/1990
Amadeu;Granjeia;25/10/1976
Amadeu;Neto;20/05/1993
Amandio;Dinis;06/05/1990
Amandio;Figueiredo;23/12/1972
Amandio;Landim;21/06/1967
Amandio;Paiva;02/06/1987
Amandio;Quintero;09/02/1969
Amandio;Távora;24/03/1996
Amália;Bonilha;15/04/1999
Amália;Castanho;20/09/1980
Amália;Gama;01/10/1972
Amália;Mansilla;20/08/1967
Amália;Negreiros;19/09/1980
Amália;Nieto;17/06/1967
Amélia;Bethecourt;05/08/1975
Amélia;Castaño;24/09/1988
Amélia;Durán;08/05/1996
Amélia;Furquim;21/11/1971
Amélia;Nolasco;11/12/1996
Amélia;Quintal;19/09/1998
Amélia;Saldaña;06/07/1974
Amélia;Serpa;16/08/1979
Amélia;Tigre;10/08/1962
Américo;Affonso;16/10/1970
Américo;Corvelo;04/08/1968
Américo;Giménez;05/08/1960
Américo;Malafaia;23/08/1988
Américo;Pinho;01/07/1977
Américo;Quaresma;17/12/1989
Américo;Rebouças;25/07/1997
Américo;Álvaro;16/05/1969
Amílcar;Ayres;09/08/1968
Amílcar;Bairros;13/05/1966
Amílcar;Becerril;01/05/1980
Amílcar;Bencatel;18/06/1980
Amílcar;Benevides;21/02/1980
Amílcar;Canejo;08/02/1971
Amílcar;Cavadas;15/07/1980
Amílcar;Doutel;16/10/1966
Amílcar;Pegado;23/08/1990
Amílcar;Salomón;06/05/1972
Amílcar;Teves;06/03/1967
Ana;Capiperibe;10/07/1970
Ana;Freyre;22/01/1976
Ana;Lozada;24/11/1994
Ana;Olivares;13/05/1991
Ana;Prada;10/12/1973
Anabela;Monjardim;12/05/1970
Anabela;Nazário;20/04/1994
Anabela;Paiva;22/01/1960
Anacleto;Cardim;03/05/1975
Anacleto;Mora;19/10/1977
Anacleto;Peçanha;02/12/1960
Anacleto;Vilarinho;18/05/1974
Andreia;Acatauaçu;13/11/1968
Andreia;Barata;24/07/1967
Andreia;Baía;25/08/1977
Andreia;Cantanhede;15/06/1960
Andreia;Carvalhaes;10/04/1995
Andreia;Rico;22/08/1983
Andreia;Rivas;10/01/1991
Andreoleto;Batista;07/01/1982
Andreoleto;Ferro;12/02/1993
Andreoleto;Garcia;01/06/1968
Andreoleto;Grillo;06/08/1970
Andreoleto;Leça;05/09/1966
Andreoleto;Paixão;06/07/1992
Andreoleto;Roriz;14/10/1966
Andreoleto;Silveira;18/12/1962
André;Alvim;07/06/1976
André;Cirne;18/09/1982
André;Festas;10/05/1962
André;Mattos;04/08/1976
André;Rodrigues;25/06/1990
André;Saldaña;01/04/1978
André;Ávila;24/07/1971
Angelina;Pamplona;20/01/1984
Angelina;Perdigão;14/12/1965
Angelina;Peseiro;22/02/1976
Angelina;Rebouças;01/12/1993
Angelina;Ulloa;20/12/1972
Angelino;Custódio;14/03/1962
Angelino;Gutiérrez;03/05/1964
Angélica;Espargosa;06/06/1976
Angélica;Novais;10/10/1995
Angélica;Pimentel;25/02/1988
Angélica;Saldaña;13/08/1967
Angélica;Vilanova;08/12/1986
Angélico;Gonsalves;10/01/1997
Angélico;Mascareñas;24/02/1970
Angélico;Ramírez;09/08/1982
Angélico;Villas Bôas;12/12/1994
Anhangüera;Escobar;22/08/1968
Anhangüera;Pajares;17/11/1971
Anhangüera;Álvarez;15/02/1992
Aniana;Cardin;10/05/1991
Aniana;Maia;11/01/1996
Aniano;Baptista;18/01/1979
Aniano;Girão;22/02/1966
Aniano;Vega;05/05/1972
Anind;Cardozo;13/10/1999
Anind;Cerqueira;12/11/1960
Anind;Gomes;22/12/1970
Anind;Lancastre;05/11/1969
Anita;Azambuja;01/03/1983
Anita;Ipanema;11/03/1988
Anita;Ochoa;15/12/1978
Anita;Rabelo;06/04/1992
Anita;Tavera;08/02/1984
Anna;Bacelar;25/07/1999
Anna;Belo;05/01/1972
Anna;Bulhão;10/06/1993
Anna;Gois;19/01/1993
Anna;Mendonça;23/09/1989
Anna;Paixão;22/04/1998
Anselmo;Acatauaçu;24/09/1986
Anselmo;Covelhã;10/07/2000
Anselmo;Jesus;21/03/1961
Anselmo;Jordão;15/11/1975
Anselmo;Leite;25/12/1999
Anselmo;Losada;06/07/1999
Anselmo;Louzada;13/09/1966
Anselmo;Pederneiras;23/07/1990
Anselmo;Pereira;20/04/2000
Anselmo;Pino;07/05/1981
Anselmo;Sequera;18/09/1986
Antero;Canhão;21/09/1970
Antero;Lira;12/12/1986
Antonieta;Betancour;25/11/1963
Antonieta;Freiria;15/08/1976
Antonieta;Guerra;03/02/1983
Antonieta;Suaçuna;08/11/1976
Antonieta;Torquato;14/02/1981
Antonieta;Valério;03/11/1996
Antão;Aragão;13/06/1975
Antão;Areosa;19/04/1994
Antão;Milheiro;18/06/1978
Antão;Rodrigues;12/06/1967
Antónia;Damasceno;22/04/1968
Antónia;Furquim;02/01/1987
Antónia;Jaguariúna;20/07/1963
Antónia;Morales;12/11/1997
Antónia;Pimenta;21/10/1973
António;Brandão;12/07/1962
António;Colaço;05/06/1967
António;Domínguez;18/12/1972
António;Ginjeira;21/06/1999
António;Lisboa;21/11/1976
António;Mieiro;09/03/1964
António;Morales;17/03/1988
António;Pontes;23/04/1997
Antônia;Collaço;18/05/1977
Antônia;Horta;04/02/1975
Antônia;Madeira;06/08/1975
Antônia;Marques;24/05/1968
Antônia;Patrício;15/09/1973
Antônia;Álvares;09/03/1991
Antônio;Fernandes;20/05/1996
Antônio;Hilário;11/09/1986
Antônio;Lamego;11/07/1969
Antônio;Novais;21/02/1962
Antônio;Querino;03/09/1979
Antônio;Salvado;06/10/1963
Aníbal;Alves;22/03/1973
Aníbal;Prudente;22/06/1960
Aníbal;Torrado;10/03/1981
Apoena;Baptista;20/02/1994
Apoena;Foquiço;18/12/1975
Apoena;Pino;20/10/1985
Apoena;Salgado;02/11/1966
Apoena;Torres;02/12/1987
Apuã;Corte-Real;22/03/1966
Apuã;Guaraná;05/02/1966
Apuã;Moutinho;09/05/1978
Apuã;Rabelo;24/01/1995
Apuã;Villégas;15/10/1980
Arachane;Aquino;23/04/1969
Arachane;Bugallo;05/07/1969
Arachane;Cotrim;22/01/1963
Arachane;Tamoio;25/07/1961
Arachane;Villaverde;09/12/1992
Araci;Balsemão;02/06/1994
Araci;Carrasqueira;24/07/1996
Araci;Gouvêa;20/09/2000
Araribóia;Arruda;09/01/1974
Araribóia;Carvalhaes;01/09/1975
Araribóia;Carvalhoso;06/12/1975
Araribóia;Collares;08/02/1980
Araribóia;Corrêa;12/03/1993
Araribóia;Ferraço;08/09/1988
Araribóia;Moita;14/02/1989
Araribóia;Peseiro;15/10/1999
Araribóia;Vale;08/06/1994
Arcidres;Brás;05/10/1998
Arcidres;Castro;16/06/1985
Arcidres;Chagas;05/02/1997
Arcidres;Lessa;24/05/1997
Arcidres;Moita;23/11/1998
Arcidres;Vilaça;14/12/1970
Armanda;Campello;16/10/1982
Armanda;Girã;18/07/1961
Armanda;Pinto;11/12/1969
Armanda;Quintero;20/03/1965
Armanda;Sarabia;08/02/1976
Armando;Corvelo;20/08/1964
Armando;Milheirão;03/11/1962
Armando;Pinho;22/12/1983
Armando;Vieyra;21/01/1989
Armando;Villegas;24/04/1999
Arminda;Fogaça;09/03/1960
Arminda;Garcés;05/12/1996
Arminda;Góis;17/02/1999
Arminda;Raposo;18/07/1973
Arminda;Rosario;10/02/1998
Arminda;Zarco;21/11/1980
Armindo;Araripe;01/06/1988
Armindo;Coello;10/11/1970
Armindo;Godinho;17/06/1994
Armindo;Mattos;12/11/1963
Armindo;Menezes;23/07/1979
Armindo;Quaresma;11/11/1968
Armindo;Saraíba;25/09/1997
Arnaldo;Correia;07/03/1993
Arnaldo;Delgado;21/01/1997
Arnaldo;Junqueira;05/02/1989
Arnaldo;Marañón;12/05/1978
Arnaldo;Monforte;14/02/1970
Arnaldo;Rebimbas;25/06/1994
Artur;Becerril;02/11/1974
Artur;Garrido;01/09/1966
Artur;Guedelha;12/03/1979
Artur;Palha;14/04/1966
Artur;Puentes;08/12/1963
Artur;Sousa do Prado;12/07/1980
Artur;Téllez;17/07/1992
Artur;Vergueiro;25/10/1960
Asi;Benavides;17/06/1960
Asi;Casalinho;25/05/1979
Asi;Custódio;20/06/1973
Asi;Lóio;10/09/1983
Asi;Rosmaninho;14/09/1966
Asi;Torcuato;02/03/1964
Asi;Vasconcelos;14/09/1992
Astolfo;Affonso;05/11/1983
Astolfo;Alencastre;19/01/1995
Astolfo;Barcelos;13/12/1962
Astolfo;Leça;15/03/1999
Astolfo;Mantas;01/09/1985
Astolfo;Marino;05/12/2000
Astolfo;Peseiro;02/04/1991
Astolfo;Páez;17/10/1962
Astolfo;Sousa;12/12/1961
Astolfo;Vilar;19/01/1996
Augusta;Assunção;22/05/2000
Augusta;Sabala;10/06/1965
Augusta;Simão;13/02/2000
Augusta;Vasques;16/12/1987
Augusto;Chaves;13/04/1982
Augusto;Monjardim;03/04/1979
Augusto;Vieira;05/04/1972
Augusto;Villaça;20/04/1963
Aurora;Bairros;05/09/1962
Aurora;Hernández;08/06/1963
Aurora;Lobo;17/02/1966
Aurora;Quinterno;16/09/1994
Aurora;Veleda;21/06/1970
Aurora;Verguero;09/05/1991
Aurélia;Bentes;11/02/1963
Aurélia;Carvalheiro;14/11/1974
Aurélia;Montenegro;20/01/1963
Aurélia;Pontes;17/07/1965
Aurélia;Rúa;12/05/1994
Aurélio;Cambaúva;02/12/1978
Aurélio;Carvalheiro;14/06/1991
Aurélio;Colaço;21/02/1987
Aurélio;Covilhã;22/08/1970
Aurélio;Dorneles;15/05/1997
Aurélio;Filipe;11/02/1978
Aurélio;Lacerda;13/02/1993
Aurélio;Moniz;01/09/1961
Aurélio;Piragibe;22/03/1982
Aurélio;Uchoa;21/11/1962
Balduíno;Colaço;09/07/1965
Balduíno;Portella;17/06/1972
Balduíno;Proença;13/06/1968
Baltasar;Alves;21/07/1973
Baltasar;Cortesão;17/07/1965
Baltasar;Girón;09/10/1967
Baltasar;Pitanga;01/02/1961
Baltasar;Saldanha;21/01/1971
Barnabé;Alancastre;12/09/1971
Barnabé;Aragão;12/08/1986
Barnabé;Durão;15/11/1960
Barnabé;Dutra;06/10/1988
Barnabé;Guerreiro;17/08/1975
Barnabé;Hilário;24/07/1988
Barnabé;Loio;06/06/1988
Barnabé;Ulloa;15/09/1997
Barnabé;Villégas;14/12/1975
Bartira;Covelhã;05/09/1989
Bartira;Dantas;05/03/1974
Bartira;Fogassa;09/07/1972
Bartira;Resende;13/02/1970
Bartira;Ruela;05/10/1996
Bartira;Saloio;08/09/1999
Bartira;Sampaio;19/09/1988
Bartira;Tabares;10/01/1992
Bartira;Toledo;09/06/1991
Bartira;Valadão;12/04/1989
Bartolomeu;Braga;23/02/1992
Bartolomeu;Carlos;19/01/1960
Bartolomeu;Leme;19/01/2000
Bartolomeu;Nobre;08/08/1979
Bartolomeu;Osório;04/05/1970
Bartolomeu;Salomão;11/02/1975
Bartolomeu;Serralheiro;10/10/1964
Bartolomeu;Teles;04/07/1996
Bartolomeu;Teles;19/12/1992
Bartolomeu;Vasconcellos;19/12/1997
Bartolomeu;Vilas-Boas;14/10/1993
Basilio;Aquino;24/02/1986
Basilio;Baranda;05/11/1970
Basilio;Carrilho;11/07/1992
Basilio;Cascais;05/05/1961
Basilio;Cortês;04/02/1965
Basilio;Diniz;03/04/1970
Basilio;Reis;13/07/1978
Beatriz;Canedo;14/12/1995
Beatriz;Castelão;16/05/1974
Beatriz;Galindo;09/01/1963
Beatriz;Mariz;06/08/1962
Beatriz;Rebouças;24/01/1975
Beatriz;Salomón;08/12/2000
Beatriz;Vidigal;13/12/1971
Belchior;Jaguaribe;21/07/1999
Belchior;Meneses;14/09/1979
Belmifer;Gonsalves;12/04/1979
Belmifer;Lameiras;08/03/1977
Belmifer;Pedroso;23/12/1977
Belmifer;Ramires;06/02/1996
Belmira;Outeiro;18/05/1983
Belmira;Pinto;09/05/1962
Belmira;Quintal;22/07/1997
Belmira;Vilas Boas;01/03/1999
Belmira;Villégas;01/11/1968
Belmira;Águeda;21/05/1972
Belmiro;Cordero;25/07/1973
Belmiro;Felipe;12/03/1983
Belmiro;Galante;24/07/1968
Belmiro;Guarabira;02/07/1971
Belmiro;Onofre;13/09/1977
Belmiro;Pequeno;18/12/1965
Belmiro;Tibiriçá;20/01/1974
Benedita;Bacelar;25/07/1975
Benedita;Domingues;23/06/1973
Benedita;Froes;16/01/1983
Benedita;Lameira;05/07/1997
Benedita;Lousã;04/11/1986
Benedita;Mafra;14/09/1971
Benedito;Alancastro;08/07/1976
Benedito;Brión;16/12/1968
Benedito;Coito;12/10/1986
Benedito;Doutel;16/12/1998
Benedito;Freitas;12/06/1969
Benedito;Lago;19/03/1975
Benedito;Marmou;25/06/1995
Benedito;Salguero;08/01/1970
Benedito;Siqueira;03/09/1984
Benedito;Sucupira;16/05/1985
Bento;Carvalheiro;05/02/1960
Bento;Covinha;06/07/1985
Bento;Custódio;07/11/1972
Bento;Gabeira;15/03/1973
Berengária;Marcondes;08/11/1964
Berengária;Pinheiro;24/05/1968
Berengária;Vale;01/12/1979
Berengário;Almeyda;20/04/1976
Berengário;Assis;13/09/1992
Berengário;Carijó;17/11/1981
Berengário;Castellano;16/03/1988
Berengário;Cervera;19/01/1977
Bernardete;Antunes;20/10/1988
Bernardete;Espargosa;19/09/1961
Bernardete;Palmeira;03/01/1988
Bernardete;Quirós;04/03/1983
Bernardete;Santiago;02/04/1972
Bernardina;Lousada;08/08/1969
Bernardina;Negromonte;05/11/1981
Bernardina;Soto;14/03/1983
Bernardino;Azeredo;06/12/1998
Bernardino;Cachoeira;16/04/1975
Bernardino;Moreno;04/10/1976
Bernardino;Moura;10/06/2000
Bernardino;Penteado;14/04/1970
Bernardino;Porciúncula;16/02/1997
Bernardino;Portela;07/11/1984
Bernardo;Marreiro;21/08/1964
Bernardo;Osório;13/07/1960
Bernardo;Vilalobos;22/09/1991
Bibiana;Castilhos;06/04/1989
Bibiana;Curado;25/05/1995
Bibiana;Larangeira;16/04/1978
Bibiana;Padilla;04/09/1974
Bibiana;Rebimbas;23/04/1973
Bibiana;Ximenes;15/01/2000
Blasco;Bulhão;09/06/1987
Blasco;Camargo;25/12/1998
Blasco;Câmara;13/04/1992
Blasco;Mora;20/03/1984
Blasco;Mourato;09/01/1998
Blasco;Nobre;04/12/1987
Blasco;Paredes;10/08/1960
Blasco;Salvado;13/02/1960
Blasco;Tabajara;05/01/1995
Boaventura;Bugallo;23/06/1983
Boaventura;Clementino;18/07/1981
Boaventura;Fontes;23/09/1975
Boaventura;Nolasco;03/06/1964
Boaventura;Paixão;01/01/1974
Boaventura;Themes;05/10/1990
Borrás;Albernaz;22/08/1969
Borrás;Belén;25/05/1961
Borrás;Cardozo;22/07/1978
Borrás;Saldaña;25/06/1975
Borrás;Salomón;25/02/1963
Borrás;Viveros;12/02/1985
Branca;Albuquerque;13/09/1960
Branca;Custódio;19/12/1988
Branca;Laureano;14/01/1993
Branca;Raposo;24/11/1988
Branca;Zambujal;10/04/1993
Branco;Cruz;05/05/1982
Branco;Gonsalves;16/07/1965
Branco;Medina;24/06/1990
Branco;Peçanha;24/04/1974
Branco;Pêssego;11/12/1962
Branco;Robalo;13/10/1987
Branco;Vale;19/05/1980
Brenda;Bento;15/01/1972
Brenda;Lagoa;08/11/1962
Brenda;Mascarenhas;21/11/1980
Brenda;Mascareñas;23/05/1982
Brenda;Muñiz;13/07/1960
Brenda;Perdigón;18/02/1993
Brenda;Pinto;14/03/1968
Brites;Clementino;08/10/1962
Brites;Cortez;15/12/2000
Brites;Severiano;19/02/1962
Brites;Souto Maior;01/12/1979
Bruna;Abranches;22/04/1964
Bruna;Fernández;01/10/1985
Bruna;Guzmán;05/04/1960
Bruna;Sarabia;22/06/1975
Bruna;Tristão;07/02/1970
Bruno;Brito;20/05/1976
Bruno;Olivares;14/12/2000
Bruno;Sobral;22/03/1967
Bruno;Talhão;21/01/1965
Brás;Ayres;12/04/1983
Brás;Cabeza de Vaca;21/05/1973
Brás;Escobar;15/04/1964
Brás;Velázquez;15/11/1986
Bráulio;Amorim;23/02/1993
Bráulio;Baptista;14/09/1992
Bráulio;Faia;19/02/1990
Bráulio;Lima;19/12/1986
Bráulio;Marroquim;19/01/1990
Bráulio;Pedrozo;18/04/1982
Bráulio;Rabello;17/06/1997
Bráulio;Rebocho;23/06/1974
Bráulio;Tigre;02/04/1990
Bráulio;Vilaça;20/05/1990
Brígida;Anhaia;15/08/1985
Brígida;Carvalho;06/06/1978
Brígida;Modesto;21/07/1992
Brígida;Tabajara;18/09/1977
Bukake;Castro;24/03/1962
Bukake;Galante;03/06/1982
Bukake;Malheiros;13/03/1987
Bukake;Peña;18/02/1992
Bukake;Pêcego;08/12/1996
Burtira;Bairros;21/12/1963
Burtira;Ferro;04/09/1970
Burtira;Frois;22/11/1988
Burtira;Ginjeira;06/02/1972
Burtira;Graça;15/11/1987
Burtira;Porciúncula;10/10/1970
Burtira;Quirós;08/02/2000
Bárbara;Belchiorinho;07/06/1996
Bárbara;Casqueira;18/12/1999
Bárbara;Gouvêa;16/10/1966
Bárbara;Mont'Alverne;06/04/1988
Caetana;Azambuja;03/01/1995
Caetana;Guimaraens;14/01/1965
Caetana;Tibiriçá;07/03/1979
Caetano;Costa;05/11/1980
Caetano;Delgado;16/04/1993
Caetano;Félix;13/06/1986
Caetano;Granja;19/04/1963
Caetano;Hollanda;14/04/1997
Caetano;Lessa;16/01/1975
Caetano;Mesquita;18/08/1983
Caetano;Pari;17/04/1962
Caetano;Portugal;07/12/1983
Caetano;Torres;03/12/1961
Caio;Cisneiros;15/03/1966
Caio;Javier;01/01/1960
Caio;Paixão;22/12/2000
Caio;Villas Boas;01/08/1986
Calisto;Fonseca;11/08/1966
Calisto;Guedez;02/07/1969
Calisto;Querino;03/01/1980
Camila;Barretto;24/07/1983
Camila;Corte-Real;12/09/1998
Camila;Mota;13/02/1990
Camila;Souto;14/12/1962
Camilo;Bonilha;20/06/1986
Camilo;Cuaresma;01/09/1982
Camilo;Giménez;11/04/1982
Camilo;Gouveia;17/07/1994
Camilo;Guaraciaba;06/12/1973
Camilo;Igrejas;23/04/1993
